Item #,Item Name,Section,Codes,Code Descriptions,Note
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,MSI-indeterminate,
,,,,Microsatellite instability not assessed or unknown if assessed,
,,,,,
3891,Microvascular Density,Stage/Prognostic Factors,0,No vessels involved,New
,,,36161,01-99 vessels per 0.3 square millimeter (mm2),
,,,X1,Greater than or equal to 100 vessels per 0.3 square millimeter (mm2),
,,,X2,Lowest quartile for laboratory,
,,,X3,Second quartile for laboratory,
,,,X4,Third quartile for laboratory,
,,,X5,Highest quartile for laboratory,
,,,X7,"Test ordered, results not in chart",
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Microvascular Density (MVD) not assessed or unknown if assessed,
,,,,,
3892,Mitotic Count Uveal Melanoma,Stage/Prognostic Factors,0,0 mitoses per 40 high-power fields (HPF),New
,,,,"Mitoses absent, no mitoses present, no mitotic activity",
,,,0.1-99.9,0.1-99.9 mitosis per 40 HPF,
,,,XX.1,100 or more mitoses per 40 HPF,
,,,XX.2,Stated as low mitotic count or rate with no specific number,
,,,XX.3,Stated as high mitotic count or rate with no specific number,
,,,XX.4,Mitotic count described with denominator other than 40 HPF,
,,,XX.7,"Test ordered, results not in chart",
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code XX.8 may result in an edit error.)",
,,,XX.9,Not documented in medical record,
,,,,Mitotic Count Uveal Melanoma not assessed or unknown if assessed,
,,,,,
3893,Mitotic Rate Melanoma,Stage/Prognostic Factors,0,0 mitoses per square millimeter (mm),New
,,,,Mitoses absent,
,,,,No mitoses present,
,,,36161,1 - 99 mitoses/square mm,
,,,,(Exact measurement in mitoses/square mm),
,,,X1,100 mitoses/square mm or more,
,,,X2,"Stated as ""less than 1 mitosis/square mm""",
,,,,"Stated as ""nonmitogenic""",
,,,X3,"Stated as ""at least 1 mitosis/square mm""",
,,,,"Stated as ""mitogenic""",
,,,X4,Mitotic rate described with denominator other than square millimeter (mm),
,,,X7,"Test ordered, results not in chart",
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Mitotic Rate Melanoma not assessed or unknown if assessed,
,,,,,
3894,Multigene Signature Method,Stage/Prognostic Factors,1,Mammaprint,New
,,,2,PAM50 (Prosigna),
,,,3,Breast Cancer Index,
,,,4,EndoPredict,
,,,5,"Test performed, type of test unknown",
,,,6,"Multiple tests, any tests in codes 1-4",
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Multigene Signature Method not assessed or unknown if assessed,
,,,,,
3895,Multigene Signature Results,Stage/Prognostic Factors,00-99,Enter actual recurrence score,New
,,,,"Note: Depending on the test, the range of values may be different",
,,,X1,Score 100,
,,,X2,Low risk,
,,,X3,Moderate [intermediate] risk,
,,,X4,High risk,
,,,X7,"Test ordered, results not in chart",
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Multigene Signature Results not assessed or unknown if assessed,
,,,,,
3896,NCCN International Prognostic Index (IPI),Stage/Prognostic Factors,00-08,0-8 points,New
,,,X1,Stated as low risk (0-1 point),
,,,X2,Stated as low intermediate risk (2-3 points),
,,,X3,Stated as intermediate risk (4-5 points),
,,,X4,Stated as high risk (6-8 points),
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,NCCN International Prognostic Index (IPI) not assessed or unknown if assessed,
,,,,,
3897,Number of Cores Examined,Stage/Prognostic Factors,36161,1 - 99 cores examined,New
,,,,(Exact number of cores examined),
,,,X1,100 or more cores examined,
,,,X6,"Biopsy cores examined, number unknown",
,,,X7,No needle core biopsy performed,
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Number of cores examined not assessed or unknown if assessed,
,,,,,
3898,Number of Cores Positive,Stage/Prognostic Factors,0,All examined cores negative,New
,,,36161,1 - 99 cores positive,
,,,,(Exact number of cores positive),
,,,X1,100 or more cores positive,
,,,X6,"Biopsy cores positive, number unknown",
,,,X7,No needle core biopsy performed,
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Number of Cores Positive not assessed or unknown if assessed,
,,,,,
3899,Number of Examined Para-Aortic Nodes,Stage/Prognostic Factors,0,No para-aortic nodes examined,New
,,,36161,1 - 99 para-aortic nodes examined,
,,,,(Exact number of para-aortic lymph nodes examined),
,,,X1,100 or more para-aortic nodes examined,
,,,X2,"Para-aortic nodes examined, number unknown",
,,,X6,"No para-aortic lymph nodes removed, but aspiration or core biopsy of para-aortic node(s) only",
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,"Cannot be determined, indeterminate if positive para-aortic nodes present",
,,,,Para-aortic lymph nodes not assessed or unknown if assessed,
,,,,,
3900,Number of Examined Pelvic Nodes,Stage/Prognostic Factors,0,No pelvic lymph nodes examined,New
,,,36161,1 - 99 pelvic lymph nodes examined,
,,,,(Exact number of pelvic lymph nodes examined),
,,,X1,100 or more pelvic nodes examined,
,,,X2,"Pelvic nodes examined, number unknown",
,,,X6,"No pelvic lymph nodes removed, but aspiration or core biopsy of pelvic node(s) only",
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,"Cannot be determined, indeterminate if positive pelvic nodes present",
,,,,Pelvic lymph nodes not assessed or unknown if assessed,
,,,,,
3901,Number of Positive Para-Aortic Nodes,Stage/Prognostic Factors,0,All para-aortic lymph nodes examined negative,New
,,,36161,1-99 para-aortic lymph nodes positive,
,,,,(Exact number of nodes positive),
,,,X1,100 or more para-aortic nodes positive,
,,,X2,"Positive para-aortic nodes identified, number unknown",
,,,X6,Positive aspiration or core biopsy of para-aortic lymph node(s),
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,"Cannot be determined, indeterminate if positive para-aortic nodes present",
,,,,Para-aortic lymph nodes not assessed or unknown if assessed,
,,,,,
3902,Number of Positive Pelvic Nodes,Stage/Prognostic Factors,0,All pelvic nodes examined negative,New
,,,36161,1 - 99 pelvic nodes positive,
,,,,(Exact number of nodes positive),
,,,X1,100 or more pelvic nodes positive,
,,,X2,"Positive pelvic nodes identified, number unknown",
,,,X6,Positive aspiration or core biopsy of pelvic lymph node(s),
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,"Cannot be determined, indeterminate if positive pelvic nodes present",
,,,,Pelvic lymph nodes not assessed or unknown if assessed,
,,,,,
3903,Oncotype Dx Recurrence Score-DCIS,Stage/Prognostic Factors,0-100,Enter actual recurrence score between 0 and 100,New
,,,XX6,Not applicable: invasive case,
,,,XX7,"Test ordered, results not in chart",
,,,XX8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XX8 will result in an edit error.)",
,,,XX9,Not documented in medical record,
,,,,Oncotype Dx Recurrence Score-DCIS not assessed or unknown if assessed,
,,,,,
3904,Oncotype Dx Recurrence Score-Invasive,Stage/Prognostic Factors,0-100,Enter actual recurrence score between 0 and 100,New
,,,XX4,Stated as less than 11,
,,,XX5,Stated as equal to or greater than 11,
,,,XX6,Not applicable: in situ case,
,,,XX7,"Test ordered, results not in chart",
,,,XX9,Not documented in medical record,
,,,,Oncotype Dx Recurrence Score-Invasive not assessed or unknown if assessed,
,,,,,
3905,Oncotype Dx Risk Level-DCIS,Stage/Prognostic Factors,0,Low risk (recurrence score 0-38),New
,,,1,Intermediate risk (recurrence score 39-54),
,,,2,High risk (recurrence score greater than or equal to 55),
,,,6,Not applicable: invasive case,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Oncotype Dx Risk Level-DCIS not assessed or unknown if assessed,
,,,,,
3906,Oncotype Dx Risk Level-Invasive,Stage/Prognostic Factors,0,Low risk (recurrence score 0-17),New
,,,1,Intermediate risk (recurrence score 18-30),
,,,2,High risk (recurrence score greater than or equal to 31),
,,,6,Not applicable: DCIS case,
,,,7,"Test done, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Oncotype Dx Risk Level-Invasive not assessed or unknown if assessed,
,,,,,
3907,Organomegaly,Stage/Prognostic Factors,0,Organomegaly of liver and/or spleen not present,New
,,,1,Organomegaly of liver and/or spleen present,
,,,9,Not documented in medical record,
,,,,Organomegaly not assessed or unknown if assessed,
,,,,,
3908,Percent Necrosis Post Neoadjuvant,Stage/Prognostic Factors,0,Tumor necrosis not identified/not present,New
,,,0.1-100.0,0.1100.0 percent tumor necrosis,
,,,,(Percentage of tumor necrosis to nearest tenth of a percent),
,,,XXX.2,"Tumor necrosis present, percent not stated",
,,,XXX.8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XXX.8 will result in an edit error.)",
,,,XXX.9,Not documented in medical record,
,,,,No histologic examined of primary site,
,,,,No neoadjuvant therapy,
,,,,No surgical resection of primary site is performed,
,,,,,
3909,Perineural Invasion,Stage/Prognostic Factors,0,Perineural invasion not identified/not present,New
,,,1,Perineural invasion identified/present,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Pathology report does not mention perineural invasion,
,,,,Cannot be determined by the pathologist,
,,,,Perineural invasion not assessed or unknown if assessed,
,,,,,
3910,Peripheral Blood Involvement,Stage/Prognostic Factors,0,Absence of significant blood involvement,New
,,,,5% or less of peripheral blood lymphocytes are atypical (Sezary) cells,
,,,,Clone unknown,
,,,,Stated as B0,
,,,1,Absence of significant blood involvement,
,,,,5% or less of peripheral blood lymphocytes are atypical (Sezary) cells,
,,,,Clone negative,
,,,,Stated as B0a,
,,,2,Absence of significant blood involvement:,
,,,,5% or less of peripheral blood lymphocytes are atypical (Sezary) cells,
,,,,Clone positive,
,,,,Stated as B0b,
,,,3,Low blood tumor burden,
,,,,More than 5% of peripheral blood lymphocytes are atypical (Sezary) cells but does not meet the criteria of B2,
,,,,Clone unknown,
,,,,Stated as B1,
,,,4,Low blood tumor burden,
,,,,More than 5% of peripheral blood lymphocytes are atypical (Sezary) cells but does not meet the criteria of B2,
,,,,Clone negative,
,,,,Stated as B1a,
,,,5,Low blood tumor burden,
,,,,More than 5% of peripheral blood lymphocytes are atypical (Sezary) cells but does not meet the criteria of B2,
,,,,Clone positive,
,,,,Stated as B1b,
,,,6,High blood tumor burden,
,,,,Greater than or equal to 1000 Sezary cells per microliter (uL),
,,,,Clone positive,
,,,,Stated as B2,
,,,7,"Test ordered, results not in chart",
,,,9,Not documented in medical record,
,,,,Peripheral Blood Involvement not assessed or unknown if assessed,
,,,,,
3911,Peritoneal Cytology,Stage/Prognostic Factors,0,Peritoneal cytology/washing negative for malignancy,New
,,,1,Peritoneal cytology/washing atypical and/or suspicious,
,,,2,Peritoneal cytology/washing malignant (positive for malignancy),
,,,3,Unsatisfactory/nondiagnostic,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Peritoneal cytology not assessed or unknown if assessed,
,,,,,
3913,Pleural Effusion,Stage/Prognostic Factors,0,Pleural effusion not identified/not present,New
,,,1,"Pleural effusion present, non-malignant (negative)",
,,,2,"Pleural effusion present, malignant (positive)",
,,,3,"Pleural effusion, atypical/atypical mesothelial cells",
,,,4,"Pleural effusion, NOS",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Pleural Effusion not assessed or unknown if assessed,
,,,,,
3914,Progesterone Receptor Percent Positive or Range,Stage/Prognostic Factors,0,"PR negative, or stated as less than 1%",New
